g,season,opp,w/l,tm,opp_score,fg,fga,fg_percentage,three_points,three_point_attempts,three_point_percentage,ft,fta,free_throw_percentage,orb,trb,ast,stl,blk,tov,pf,drb,two_point_percentage
36,2014-15,NOP,W,108,100,37,88,0.42,8,24,0.333,26,31,0.839,17,44,24,8,5,11,23,27,0.453
35,2014-15,TOR,L,96,109,39,83,0.47,6,18,0.333,12,20,0.6,9,43,23,7,3,18,21,34,0.508
34,2014-15,IND,L,103,107,41,103,0.398,10,34,0.294,11,16,0.688,13,50,25,10,7,10,27,37,0.449
33,2014-15,BRK,W,89,81,35,88,0.398,5,18,0.278,14,17,0.824,11,41,22,8,2,6,26,30,0.429
32,2014-15,CHO,L,95,104,36,91,0.396,7,18,0.389,16,23,0.696,10,33,22,8,7,6,23,23,0.397
31,2014-15,CHI,L,104,109,45,100,0.45,5,17,0.294,9,11,0.818,10,45,26,9,6,20,28,35,0.482
30,2014-15,DAL,L,101,119,38,89,0.427,12,34,0.353,13,19,0.684,9,38,22,6,2,12,21,29,0.473
29,2014-15,SAC,W,106,84,44,94,0.468,5,21,0.238,13,15,0.867,9,49,32,9,7,11,23,40,0.534
28,2014-15,WAS,L,88,101,32,79,0.405,6,24,0.25,18,24,0.75,8,36,17,10,2,18,15,28,0.473
27,2014-15,BRK,L,107,109,45,87,0.517,9,24,0.375,8,11,0.727,5,37,32,8,3,14,23,32,0.571
26,2014-15,ORL,L,95,100,33,85,0.388,7,23,0.304,22,29,0.759,9,45,22,10,4,12,21,36,0.419
25,2014-15,MIA,L,84,100,33,83,0.398,6,23,0.261,12,15,0.8,14,42,22,6,4,15,18,28,0.45
24,2014-15,MIN,W,114,98,48,85,0.565,8,23,0.348,10,14,0.714,12,43,29,9,6,13,20,31,0.645
23,2014-15,ORL,W,109,92,44,80,0.55,7,19,0.368,14,18,0.778,7,42,25,9,8,14,16,35,0.607
22,2014-15,PHI,W,105,87,38,86,0.442,6,25,0.24,23,35,0.657,16,52,26,15,5,22,23,36,0.525
21,2014-15,NYK,L,95,101,37,85,0.435,7,22,0.318,14,18,0.778,12,41,28,3,3,17,18,29,0.476
20,2014-15,CHO,L,87,96,38,87,0.437,5,23,0.217,6,10,0.6,6,45,26,3,1,14,27,39,0.516
19,2014-15,WAS,L,132,133,47,102,0.461,9,22,0.409,29,32,0.906,14,46,27,17,4,17,30,32,0.475
18,2014-15,WAS,W,101,93,36,88,0.409,8,17,0.471,21,26,0.808,9,49,20,10,7,15,21,40,0.394
17,2014-15,LAL,W,113,96,46,90,0.511,8,20,0.4,13,22,0.591,10,54,29,6,2,16,19,44,0.543
16,2014-15,DET,W,109,102,37,93,0.398,13,30,0.433,22,27,0.815,8,49,28,8,6,12,21,41,0.381
15,2014-15,ATL,L,105,109,41,84,0.488,12,23,0.522,11,13,0.846,9,42,33,10,3,21,20,33,0.475
14,2014-15,SAS,L,89,111,36,87,0.414,6,18,0.333,11,15,0.733,12,42,21,5,5,15,21,30,0.435
13,2014-15,CHI,L,102,109,37,92,0.402,6,22,0.273,22,29,0.759,12,42,20,7,2,13,30,30,0.443
12,2014-15,POR,L,88,94,37,95,0.389,5,23,0.217,9,12,0.75,12,46,17,12,1,8,15,34,0.444
11,2014-15,MEM,L,100,117,38,88,0.432,9,27,0.333,15,21,0.714,9,38,22,7,7,12,14,29,0.475
10,2014-15,PHI,W,101,90,41,83,0.494,6,20,0.3,13,21,0.619,7,44,32,11,4,15,19,37,0.556
9,2014-15,PHO,L,114,118,45,87,0.517,4,10,0.4,20,31,0.645,11,44,28,10,4,18,19,33,0.532
8,2014-15,CLE,L,121,122,48,88,0.545,6,20,0.3,19,23,0.826,8,39,32,7,1,14,26,31,0.618
7,2014-15,OKC,L,94,109,37,83,0.446,9,33,0.273,11,13,0.846,7,35,28,5,3,8,20,28,0.56
6,2014-15,CHI,W,106,101,42,81,0.519,7,19,0.368,15,20,0.75,7,45,25,6,3,12,17,38,0.565
5,2014-15,IND,W,101,98,39,85,0.459,9,27,0.333,14,16,0.875,9,38,26,6,3,12,19,29,0.517
4,2014-15,TOR,L,107,110,40,78,0.513,10,26,0.385,17,18,0.944,17,55,22,5,3,27,25,38,0.577
3,2014-15,DAL,L,113,118,45,102,0.441,11,31,0.355,12,16,0.75,22,49,29,9,6,17,21,27,0.479
2,2014-15,HOU,L,90,104,37,98,0.378,1,25,0.04,15,18,0.833,14,44,20,10,8,10,26,30,0.493
1,2014-15,BRK,W,121,105,49,88,0.557,8,22,0.364,15,23,0.652,9,35,28,11,5,12,25,26,0.621
82,2013-14,WAS,L,102,118,39,84,0.464,7,30,0.233,17,23,0.739,11,37,24,8,1,13,16,26,0.593
81,2013-14,PHI,L,108,113,40,86,0.465,9,24,0.375,19,26,0.731,12,40,26,8,4,17,23,28,0.5
80,2013-14,CLE,W,111,99,42,90,0.467,12,30,0.4,15,18,0.833,7,47,27,5,5,9,24,40,0.5
79,2013-14,CHA,W,106,103,41,79,0.519,11,23,0.478,13,13,1.0,7,37,22,7,3,20,16,30,0.536
78,2013-14,ATL,L,97,105,37,84,0.44,12,26,0.462,11,14,0.786,11,39,25,7,3,14,22,28,0.431
77,2013-14,DET,L,111,115,42,88,0.477,14,31,0.452,13,16,0.813,15,37,25,8,3,11,24,22,0.491
76,2013-14,PHI,L,102,111,38,87,0.437,9,33,0.273,17,21,0.81,19,49,23,4,5,22,27,30,0.537
75,2013-14,WAS,L,92,118,32,81,0.395,3,24,0.125,25,30,0.833,10,29,20,10,2,14,22,19,0.509
74,2013-14,CHI,L,80,94,31,77,0.403,7,25,0.28,11,15,0.733,12,37,17,10,4,16,15,25,0.462
73,2013-14,CHI,L,102,107,40,87,0.46,10,29,0.345,12,16,0.75,12,39,23,9,1,15,23,27,0.517
72,2013-14,TOR,L,103,105,40,76,0.526,6,18,0.333,17,20,0.85,8,34,22,7,2,16,21,26,0.586
71,2013-14,TOR,L,90,99,32,79,0.405,9,22,0.409,17,22,0.773,8,36,23,8,5,9,16,28,0.404
70,2013-14,BRK,L,98,114,35,83,0.422,9,27,0.333,19,23,0.826,12,37,20,7,3,11,18,25,0.464
69,2013-14,MIA,W,101,96,39,77,0.506,13,28,0.464,10,12,0.833,9,36,29,1,2,13,18,27,0.531
68,2013-14,DAL,L,89,94,34,93,0.366,9,22,0.409,12,14,0.857,21,57,20,8,1,16,19,36,0.352
67,2013-14,NOP,L,120,121,45,97,0.464,12,26,0.462,18,23,0.783,13,49,33,7,8,16,26,36,0.465
66,2013-14,PHO,L,80,87,29,94,0.309,3,21,0.143,19,21,0.905,19,56,17,7,4,14,21,37,0.356
65,2013-14,NYK,L,92,116,34,81,0.42,8,19,0.421,16,23,0.696,16,38,15,4,2,11,18,22,0.419
64,2013-14,IND,L,83,94,32,91,0.352,3,19,0.158,16,19,0.842,20,41,16,6,1,10,23,21,0.403
63,2013-14,DET,W,118,111,47,97,0.485,10,31,0.323,14,21,0.667,12,39,38,8,6,5,27,27,0.561
62,2013-14,BRK,W,91,84,31,70,0.443,8,21,0.381,21,26,0.808,12,51,20,11,3,25,28,39,0.469
61,2013-14,GSW,L,88,108,30,76,0.395,7,26,0.269,21,26,0.808,11,40,19,4,5,22,16,29,0.46
60,2013-14,IND,L,97,102,38,89,0.427,7,21,0.333,14,17,0.824,12,41,25,2,5,8,21,29,0.456
59,2013-14,ATL,W,115,104,43,90,0.478,8,22,0.364,21,23,0.913,14,46,24,10,1,14,24,32,0.515
58,2013-14,UTA,L,98,110,37,84,0.44,4,15,0.267,20,21,0.952,13,31,16,6,2,14,18,18,0.478
57,2013-14,SAC,L,98,105,34,87,0.391,6,21,0.286,24,36,0.667,15,42,17,8,3,14,19,27,0.424
56,2013-14,LAL,L,92,101,38,97,0.392,4,22,0.182,12,17,0.706,16,47,23,11,1,14,19,31,0.453
55,2013-14,PHO,L,94,100,34,87,0.391,5,17,0.294,21,28,0.75,13,46,18,8,6,14,24,33,0.414
54,2013-14,SAS,L,92,104,37,80,0.463,6,17,0.353,12,17,0.706,9,38,24,5,2,14,15,29,0.492
53,2013-14,MIL,W,102,86,42,88,0.477,7,20,0.35,11,14,0.786,14,43,25,8,6,15,22,29,0.515
52,2013-14,DAL,L,91,102,33,92,0.359,11,27,0.407,14,15,0.933,11,43,27,5,3,10,19,32,0.338
51,2013-14,SAC,W,99,89,40,88,0.455,9,22,0.409,10,15,0.667,15,52,24,8,6,13,21,37,0.47
50,2013-14,PHI,W,114,108,41,84,0.488,8,19,0.421,24,33,0.727,12,48,27,9,8,13,19,36,0.508
49,2013-14,ORL,W,96,89,41,82,0.5,4,14,0.286,10,12,0.833,10,44,24,7,3,16,18,34,0.544
48,2013-14,PHI,L,94,95,32,87,0.368,7,19,0.368,23,30,0.767,18,59,20,8,7,17,21,41,0.368
47,2013-14,NYK,L,88,114,32,82,0.39,6,22,0.273,18,24,0.75,13,40,21,8,2,17,22,27,0.433
46,2013-14,BRK,L,79,85,28,75,0.373,7,26,0.269,16,19,0.842,12,45,17,6,5,15,21,33,0.429
45,2013-14,OKC,L,83,101,32,75,0.427,5,27,0.185,14,19,0.737,11,32,24,7,0,16,12,21,0.562
44,2013-14,WAS,W,113,111,41,89,0.461,15,34,0.441,16,23,0.696,5,42,21,15,8,18,22,37,0.473
43,2013-14,MIA,L,86,93,33,84,0.393,5,27,0.185,15,18,0.833,17,46,17,8,3,16,19,29,0.491
42,2013-14,ORL,L,91,93,33,90,0.367,3,13,0.231,22,24,0.917,15,46,16,7,5,10,25,31,0.39
41,2013-14,LAL,L,104,107,44,99,0.444,7,23,0.304,9,11,0.818,13,42,34,12,6,7,19,29,0.487
40,2013-14,TOR,W,88,83,29,84,0.345,4,17,0.235,26,36,0.722,19,58,22,7,3,9,22,39,0.373
39,2013-14,HOU,L,92,104,38,101,0.376,3,17,0.176,13,14,0.929,15,50,17,8,7,13,26,35,0.417
38,2013-14,POR,L,104,112,44,95,0.463,4,14,0.286,12,17,0.706,20,46,25,8,4,9,22,26,0.494
37,2013-14,GSW,L,97,99,38,85,0.447,7,19,0.368,14,16,0.875,12,49,19,7,8,17,25,37,0.47
36,2013-14,LAC,L,105,111,39,83,0.47,5,17,0.294,22,30,0.733,10,45,25,7,1,18,30,35,0.515
35,2013-14,DEN,L,98,129,35,91,0.385,4,18,0.222,24,32,0.75,10,35,22,8,2,14,28,25,0.425
34,2013-14,OKC,L,96,119,35,80,0.438,11,23,0.478,15,24,0.625,12,37,23,5,6,15,26,25,0.421
33,2013-14,NOP,L,92,95,31,89,0.348,7,29,0.241,23,28,0.821,22,49,22,5,5,9,21,27,0.4
32,2013-14,CHI,L,82,94,32,81,0.395,2,12,0.167,16,23,0.696,13,48,15,7,8,19,26,35,0.435
31,2013-14,ATL,L,91,92,35,84,0.417,5,20,0.25,16,17,0.941,8,47,28,6,7,15,22,39,0.469
30,2013-14,CLE,W,103,100,38,83,0.458,9,25,0.36,18,25,0.72,13,43,22,9,5,15,18,30,0.5
29,2013-14,IND,L,79,106,32,84,0.381,6,14,0.429,9,13,0.692,6,41,16,6,9,16,22,35,0.371
28,2013-14,WAS,L,99,106,42,87,0.483,4,20,0.2,11,18,0.611,11,40,25,5,2,12,14,29,0.567
27,2013-14,DET,L,106,107,40,81,0.494,6,18,0.333,20,22,0.909,8,41,22,8,1,18,20,33,0.54
26,2013-14,MIN,W,101,97,38,86,0.442,7,21,0.333,18,23,0.783,14,50,19,3,3,12,25,36,0.477
25,2013-14,NYK,W,90,86,33,68,0.485,7,21,0.333,17,25,0.68,6,42,17,1,5,15,19,36,0.553
24,2013-14,LAC,L,88,96,33,80,0.413,6,17,0.353,16,19,0.842,8,40,20,5,5,16,23,32,0.429
23,2013-14,BRK,L,96,104,35,80,0.438,11,22,0.5,15,21,0.714,10,35,14,8,1,9,22,25,0.414
22,2013-14,NYK,W,114,73,39,72,0.542,14,25,0.56,22,27,0.815,7,46,22,9,3,16,19,39,0.532
21,2013-14,DEN,W,106,98,43,83,0.518,6,20,0.3,14,18,0.778,10,37,25,5,6,9,18,27,0.587
20,2013-14,MIL,W,108,100,38,77,0.494,11,24,0.458,21,27,0.778,11,40,20,7,4,12,23,29,0.509
19,2013-14,MIL,L,85,92,35,84,0.417,4,19,0.211,11,15,0.733,10,41,17,7,2,10,21,31,0.477
18,2013-14,CLE,W,103,86,38,76,0.5,11,23,0.478,16,26,0.615,8,47,26,8,7,17,22,39,0.509
17,2013-14,MEM,L,93,100,38,89,0.427,7,20,0.35,10,13,0.769,17,46,14,1,7,15,20,29,0.449
16,2013-14,CHA,W,96,86,35,80,0.438,9,20,0.45,17,21,0.81,11,39,22,8,5,11,24,28,0.433
15,2013-14,ATL,W,94,87,33,72,0.458,4,16,0.25,24,31,0.774,7,47,18,3,7,17,14,40,0.518
14,2013-14,IND,L,82,97,35,69,0.507,5,11,0.455,7,9,0.778,5,31,11,8,1,21,16,26,0.517
13,2013-14,SAS,L,93,104,39,86,0.453,4,15,0.267,11,12,0.917,10,44,18,4,3,17,20,34,0.493
12,2013-14,HOU,L,85,109,32,99,0.323,7,20,0.35,14,20,0.7,18,43,16,10,3,12,19,25,0.316
11,2013-14,MIN,L,88,106,34,86,0.395,5,18,0.278,15,18,0.833,15,50,14,6,8,21,21,35,0.426
10,2013-14,POR,L,96,109,37,81,0.457,7,18,0.389,15,19,0.789,4,34,17,8,4,15,21,30,0.476
9,2013-14,CHA,L,83,89,29,77,0.377,7,21,0.333,18,25,0.72,10,45,15,5,2,15,26,35,0.393
8,2013-14,ORL,W,120,105,51,85,0.6,5,12,0.417,13,15,0.867,8,36,28,11,7,13,19,28,0.63
7,2013-14,MIA,W,111,110,46,89,0.517,10,21,0.476,9,12,0.75,11,39,24,4,5,12,25,28,0.529
6,2013-14,ORL,W,91,89,34,95,0.358,2,14,0.143,21,26,0.808,19,50,19,11,5,11,24,31,0.395
5,2013-14,UTA,W,97,87,40,89,0.449,7,20,0.35,10,14,0.714,10,42,22,5,4,14,18,32,0.478
4,2013-14,MEM,L,88,95,33,70,0.471,7,20,0.35,15,18,0.833,4,32,14,9,6,17,21,28,0.52
3,2013-14,DET,L,77,87,31,74,0.419,3,16,0.188,12,12,1.0,8,37,15,15,3,23,22,29,0.483
2,2013-14,MIL,L,98,105,34,76,0.447,4,16,0.25,26,38,0.684,18,52,13,5,7,17,29,34,0.5
1,2013-14,TOR,L,87,93,32,66,0.485,3,13,0.231,20,29,0.69,7,33,15,10,7,22,27,26,0.547
81,2012-13,TOR,L,90,114,37,84,0.44,7,17,0.412,9,13,0.692,9,38,19,7,2,13,22,29,0.448
80,2012-13,ORL,W,120,88,48,81,0.593,10,16,0.625,14,19,0.737,7,38,27,10,4,13,15,31,0.585
79,2012-13,MIA,L,101,109,41,85,0.482,6,23,0.261,13,13,1.0,9,34,15,9,1,13,18,25,0.565
78,2012-13,BRK,L,93,101,37,81,0.457,6,16,0.375,13,17,0.765,10,37,20,4,2,12,21,27,0.477
77,2012-13,WAS,W,107,96,43,77,0.558,4,11,0.364,17,21,0.81,6,38,26,11,2,14,19,32,0.591
76,2012-13,CLE,L,91,97,36,89,0.404,6,22,0.273,13,22,0.591,10,42,23,7,7,11,24,32,0.448
75,2012-13,DET,W,98,93,36,71,0.507,7,20,0.35,19,22,0.864,4,34,20,7,9,15,26,30,0.569
74,2012-13,MIN,L,100,110,42,81,0.519,7,16,0.438,9,14,0.643,7,37,25,4,3,17,21,30,0.538
73,2012-13,NYK,L,89,108,32,74,0.432,7,25,0.28,18,23,0.783,9,37,12,3,3,10,22,28,0.51
72,2012-13,ATL,W,118,107,45,83,0.542,11,23,0.478,17,21,0.81,9,37,25,8,9,12,20,28,0.567
71,2012-13,CLE,W,93,92,34,76,0.447,5,14,0.357,20,28,0.714,2,37,27,10,4,15,15,35,0.468
70,2012-13,NYK,L,85,100,31,69,0.449,6,20,0.3,17,22,0.773,7,40,20,6,6,19,16,33,0.51
69,2012-13,MEM,L,106,110,38,74,0.514,9,20,0.45,21,28,0.75,7,37,19,5,9,14,21,30,0.537
68,2012-13,DAL,L,94,104,32,77,0.416,5,17,0.294,25,27,0.926,10,38,19,8,5,14,26,28,0.45
67,2012-13,NOH,L,86,87,33,72,0.458,4,14,0.286,16,17,0.941,4,28,20,13,6,13,18,24,0.5
66,2012-13,MIA,L,103,105,39,72,0.542,10,21,0.476,15,24,0.625,4,33,24,9,7,20,26,29,0.569
65,2012-13,CHA,W,105,88,41,79,0.519,10,15,0.667,13,20,0.65,10,42,28,6,8,13,21,32,0.484
64,2012-13,TOR,W,112,88,39,76,0.513,6,15,0.4,28,35,0.8,6,40,29,11,7,14,19,34,0.541
63,2012-13,CHA,L,74,100,27,66,0.409,4,13,0.308,16,25,0.64,6,29,15,4,4,13,21,23,0.434
62,2012-13,OKC,L,79,91,29,77,0.377,7,20,0.35,14,20,0.7,10,44,17,5,5,18,23,34,0.386
61,2012-13,ATL,W,107,102,40,78,0.513,10,20,0.5,17,20,0.85,2,35,23,9,3,15,17,33,0.517
60,2012-13,IND,W,83,81,34,83,0.41,7,17,0.412,8,9,0.889,9,47,18,9,8,13,19,38,0.409
59,2012-13,PHI,W,109,101,42,83,0.506,11,19,0.579,14,16,0.875,12,49,34,7,5,22,16,37,0.484
58,2012-13,GSW,W,94,86,36,75,0.48,3,15,0.2,19,28,0.679,2,44,24,6,5,17,20,42,0.55
57,2012-13,UTA,W,110,107,41,86,0.477,10,27,0.37,18,20,0.9,8,37,19,8,5,12,24,29,0.525
56,2012-13,POR,L,86,92,36,85,0.424,2,13,0.154,12,15,0.8,6,36,16,9,2,9,18,30,0.472
55,2012-13,PHO,W,113,88,44,79,0.557,10,22,0.455,15,23,0.652,9,45,19,8,6,12,20,36,0.596
54,2012-13,LAL,L,99,113,39,82,0.476,9,20,0.45,12,20,0.6,7,34,24,5,4,12,25,27,0.484
53,2012-13,DEN,L,90,97,35,79,0.443,7,20,0.35,13,16,0.813,8,39,22,6,2,12,24,31,0.475
52,2012-13,CHI,W,71,69,28,76,0.368,5,15,0.333,10,12,0.833,8,39,18,9,4,10,21,31,0.377
51,2012-13,CHA,L,91,94,32,77,0.416,6,14,0.429,21,26,0.808,8,44,26,6,7,10,24,36,0.413
50,2012-13,DEN,W,118,114,43,108,0.398,13,30,0.433,19,24,0.792,8,51,34,14,8,16,19,43,0.385
49,2012-13,LAL,W,116,95,46,87,0.529,5,11,0.455,19,25,0.76,12,48,25,10,5,9,28,36,0.539
48,2012-13,TOR,W,99,95,35,73,0.479,4,19,0.211,25,30,0.833,6,41,21,4,5,13,20,35,0.574
47,2012-13,LAC,W,106,104,36,72,0.5,11,18,0.611,23,27,0.852,6,29,23,8,2,17,22,23,0.463
46,2012-13,ORL,W,97,84,42,84,0.5,4,18,0.222,9,14,0.643,10,48,30,9,5,14,13,38,0.576
45,2012-13,SAC,W,99,81,39,73,0.534,5,16,0.313,16,20,0.8,6,38,22,9,4,16,22,32,0.596
44,2012-13,MIA,W,100,98,36,88,0.409,5,20,0.25,23,27,0.852,8,46,24,11,8,14,20,38,0.456
43,2012-13,ATL,L,111,123,42,93,0.452,7,19,0.368,20,20,1.0,10,48,28,8,1,21,30,38,0.473
42,2012-13,NYK,L,86,89,31,76,0.408,3,18,0.167,21,28,0.75,7,46,18,6,3,12,23,39,0.483
41,2012-13,CLE,L,90,95,32,84,0.381,7,17,0.412,19,22,0.864,16,48,24,5,8,16,18,32,0.373
40,2012-13,DET,L,88,103,33,83,0.398,4,15,0.267,18,25,0.72,11,42,22,13,4,18,33,31,0.426
39,2012-13,CHI,L,99,100,38,91,0.418,3,14,0.214,20,28,0.714,11,42,15,10,3,11,28,31,0.455
38,2012-13,NOH,L,78,90,34,74,0.459,4,18,0.222,6,16,0.375,6,33,22,11,4,15,21,27,0.536
37,2012-13,CHA,W,100,89,39,80,0.488,8,21,0.381,14,20,0.7,14,42,27,6,8,14,21,28,0.525
36,2012-13,HOU,W,103,91,41,79,0.519,9,23,0.391,12,16,0.75,8,43,22,8,6,16,29,35,0.571
35,2012-13,PHO,W,87,79,37,81,0.457,3,14,0.214,10,12,0.833,12,42,23,12,5,13,15,30,0.507
34,2012-13,NYK,W,102,96,39,74,0.527,6,18,0.333,18,20,0.9,9,36,26,8,1,10,21,27,0.589
33,2012-13,ATL,W,89,81,39,85,0.459,3,16,0.188,8,12,0.667,16,44,27,11,4,12,15,28,0.522
32,2012-13,IND,W,94,75,40,89,0.449,4,9,0.444,10,18,0.556,12,49,22,9,8,14,28,37,0.45
31,2012-13,MEM,L,83,93,32,71,0.451,8,22,0.364,11,16,0.688,3,27,22,8,1,10,22,24,0.49
30,2012-13,SAC,L,96,118,36,86,0.419,7,22,0.318,17,19,0.895,10,35,25,7,3,12,23,25,0.453
29,2012-13,GSW,L,83,101,31,86,0.36,5,22,0.227,16,21,0.762,13,38,18,10,3,13,15,25,0.406
28,2012-13,LAC,L,77,106,29,72,0.403,6,16,0.375,13,15,0.867,7,40,20,5,3,18,23,33,0.411
27,2012-13,BRK,W,93,76,38,77,0.494,6,10,0.6,11,13,0.846,9,41,25,10,4,11,25,32,0.478
26,2012-13,MIL,L,94,99,36,94,0.383,5,24,0.208,17,20,0.85,12,44,23,16,5,14,22,32,0.443
25,2012-13,CLE,W,103,91,37,62,0.597,9,17,0.529,20,27,0.741,2,35,23,9,7,14,24,33,0.622
24,2012-13,CHI,L,89,100,35,81,0.432,5,10,0.5,14,19,0.737,11,35,18,7,2,9,18,24,0.423
23,2012-13,SAS,L,88,103,38,81,0.469,6,16,0.375,6,8,0.75,11,38,22,6,3,17,20,27,0.492
22,2012-13,HOU,L,89,101,34,85,0.4,8,20,0.4,13,17,0.765,9,41,22,15,5,12,16,32,0.4
21,2012-13,DAL,W,117,115,43,100,0.43,6,22,0.273,25,30,0.833,9,42,24,16,5,13,22,33,0.474
20,2012-13,PHI,W,92,79,40,75,0.533,4,14,0.286,8,12,0.667,7,32,25,6,2,11,19,25,0.59
19,2012-13,PHI,L,94,95,35,81,0.432,6,22,0.273,18,25,0.72,7,53,24,6,7,18,23,46,0.492
18,2012-13,MIN,W,104,94,41,78,0.526,4,17,0.235,18,26,0.692,6,45,24,6,6,16,24,39,0.607
17,2012-13,MIL,L,88,91,34,82,0.415,6,19,0.316,14,17,0.824,11,43,26,8,9,16,19,32,0.444
16,2012-13,POR,W,96,78,36,73,0.493,6,16,0.375,18,20,0.9,5,36,20,16,4,19,27,31,0.526
15,2012-13,BRK,L,83,95,32,75,0.427,1,7,0.143,18,24,0.75,8,40,14,7,6,17,24,32,0.456
14,2012-13,ORL,W,116,110,47,105,0.448,7,18,0.389,15,19,0.789,17,51,26,9,2,15,22,34,0.46
13,2012-13,OKC,W,108,100,39,80,0.488,9,17,0.529,21,24,0.875,8,36,28,10,1,15,23,28,0.476
12,2012-13,SAS,L,100,112,41,77,0.532,3,8,0.375,15,17,0.882,1,25,21,9,5,12,18,24,0.551
11,2012-13,DET,L,83,103,32,71,0.451,4,17,0.235,15,19,0.789,7,30,12,7,0,17,21,23,0.519
10,2012-13,TOR,W,107,89,43,76,0.566,6,15,0.4,15,19,0.789,7,37,37,7,2,13,23,30,0.607
9,2012-13,BRK,L,97,102,35,75,0.467,7,13,0.538,20,25,0.8,12,44,17,8,3,13,24,32,0.452
8,2012-13,UTA,W,98,93,36,72,0.5,4,10,0.4,22,29,0.759,4,33,24,8,4,9,17,29,0.516
7,2012-13,CHI,W,101,95,41,81,0.506,3,16,0.188,16,16,1.0,6,34,28,9,5,8,24,28,0.585
6,2012-13,MIL,W,96,92,32,72,0.444,5,15,0.333,27,34,0.794,7,40,20,4,4,14,22,33,0.474
5,2012-13,PHI,L,100,106,37,76,0.487,4,10,0.4,22,31,0.71,7,31,31,7,3,14,19,24,0.5
4,2012-13,WAS,W,100,94,34,81,0.42,4,13,0.308,28,34,0.824,6,44,26,9,5,16,17,38,0.441
3,2012-13,WAS,W,89,86,36,84,0.429,8,21,0.381,9,13,0.692,6,35,24,8,4,9,12,29,0.444
2,2012-13,MIL,L,88,99,33,74,0.446,5,14,0.357,17,21,0.81,6,36,22,9,4,18,18,30,0.467
1,2012-13,MIA,L,107,120,39,75,0.52,6,13,0.462,23,28,0.821,7,41,24,4,2,15,23,34,0.532
66,2011-12,MIL,W,87,74,35,87,0.402,8,24,0.333,9,11,0.818,6,44,27,14,7,15,18,38,0.429
65,2011-12,MIA,W,78,66,32,74,0.432,4,12,0.333,10,16,0.625,4,38,15,11,6,15,11,34,0.452
64,2011-12,ATL,L,92,97,39,81,0.481,5,12,0.417,9,14,0.643,10,33,18,12,1,11,18,23,0.493
63,2011-12,ORL,W,102,98,38,70,0.543,3,7,0.429,23,27,0.852,3,29,23,6,6,15,20,26,0.556
62,2011-12,NYK,L,110,118,36,66,0.545,11,21,0.524,27,34,0.794,6,26,21,7,2,11,17,20,0.556
61,2011-12,CHA,W,94,82,39,80,0.488,5,15,0.333,11,17,0.647,8,44,21,6,10,14,16,36,0.523
60,2011-12,NJN,W,94,82,37,81,0.457,5,14,0.357,15,22,0.682,12,51,28,8,8,14,19,39,0.478
59,2011-12,TOR,L,79,84,30,80,0.375,4,19,0.211,15,19,0.789,10,37,24,8,5,10,25,27,0.426
58,2011-12,ATL,W,88,86,37,89,0.416,3,13,0.231,11,13,0.846,15,56,28,9,3,19,24,41,0.447
57,2011-12,MIA,W,115,107,43,71,0.606,9,14,0.643,20,25,0.8,5,40,23,3,6,12,21,35,0.596
56,2011-12,PHI,W,103,79,40,68,0.588,7,15,0.467,16,19,0.842,1,37,32,6,5,18,16,36,0.623
55,2011-12,IND,W,86,72,32,76,0.421,9,18,0.5,13,14,0.929,8,44,27,12,6,16,21,36,0.397
54,2011-12,CHI,L,86,93,33,77,0.429,5,13,0.385,15,18,0.833,7,36,22,8,2,13,24,29,0.438
53,2011-12,SAS,L,86,87,38,83,0.458,4,10,0.4,6,13,0.462,4,39,21,13,4,11,12,35,0.466
52,2011-12,MIA,W,91,72,33,70,0.471,5,13,0.385,20,22,0.909,5,49,21,7,3,15,18,44,0.491
51,2011-12,MIN,W,100,79,44,90,0.489,4,12,0.333,8,11,0.727,13,45,29,9,3,9,22,32,0.513
50,2011-12,UTA,W,94,82,36,77,0.468,4,15,0.267,18,21,0.857,4,38,24,6,7,11,20,34,0.516
49,2011-12,CHA,W,102,95,33,73,0.452,2,12,0.167,34,45,0.756,8,37,21,8,8,9,25,29,0.508
48,2011-12,WAS,W,88,76,34,70,0.486,3,10,0.3,17,18,0.944,2,39,24,9,4,15,18,37,0.517
47,2011-12,PHI,L,86,99,36,74,0.486,4,10,0.4,10,13,0.769,3,35,28,2,6,11,15,32,0.5
46,2011-12,MIL,W,100,91,43,89,0.483,7,17,0.412,7,10,0.7,6,47,30,13,11,12,18,41,0.5
45,2011-12,ATL,W,79,76,29,74,0.392,6,16,0.375,15,17,0.882,6,40,21,9,6,16,23,34,0.397
44,2011-12,DEN,L,91,98,36,76,0.474,3,15,0.2,16,17,0.941,4,27,27,7,7,16,21,23,0.541
43,2011-12,SAC,L,95,120,36,80,0.45,6,19,0.316,17,21,0.81,5,28,25,7,6,17,17,23,0.492
42,2011-12,GSW,W,105,103,40,78,0.513,6,13,0.462,19,21,0.905,10,37,32,11,3,17,13,27,0.523
41,2011-12,LAC,W,94,85,33,67,0.493,5,13,0.385,23,27,0.852,6,31,24,8,5,14,24,25,0.519
40,2011-12,LAL,L,94,97,39,83,0.47,6,17,0.353,10,12,0.833,9,34,33,11,8,12,21,25,0.5
39,2011-12,POR,W,104,86,42,88,0.477,8,18,0.444,12,17,0.706,9,32,27,14,3,7,22,23,0.486
38,2011-12,PHI,L,71,103,28,80,0.35,0,8,0.0,15,18,0.833,8,35,16,6,8,11,14,27,0.389
